,_id,review,translations,score,university,course,upvotes,downvotes,date,courseName,courseNameShort,translation
2301,60d6c1997c5b5a00224f0980,Good if you did BCH 306,"Gut, wenn Sie BCH 306",3,UZH,50382214,0.0,0.0,1624687024411,BCH 304 Protein Biophysics,Protein Biophysics,"Gut, wenn Sie BCH 306"
2302,60d741ef10b2e700229ded00,"One of the best modules in chemistry so far, professors super motivated and well structured teaching materials, especially for Ninas part. Requires a lot of work though and no solutions for the exercises will be given, since they want people to participate.","Eines der besten Module in der Chemie bisher, Professoren super motiviert und gut strukturiert Lehrmaterialien, vor allem für Ninas Teil. Benötigt eine Menge Arbeit aber und keine Lösungen für die Übungen gegeben werden, da sie wollen, dass die Menschen teilnehmen.",5,UZH,50425325,0.0,0.0,1625557475053,CHE 321 Advanced Organic Chemistry,Advanced Organic Chemistry,"Eines der besten Module in der Chemie bisher, Professoren super motiviert und gut strukturiert Lehrmaterialien, vor allem für Ninas Teil. Benötigt eine Menge Arbeit aber und keine Lösungen für die Übungen gegeben werden, da sie wollen, dass die Menschen teilnehmen."
2303,60d8a818275c21002223afc2,Imagine achieving 94% and getting a 5 since others were even better,"Stellen Sie sich vor, 94% zu erreichen und eine 5 zu bekommen, da andere noch besser waren",2,UZH,50976535,0.0,0.0,1624811598572,Research in Macroeconomics (L&E),Research in Macroeconomics,"Stellen Sie sich vor, 94% zu erreichen und eine 5 zu bekommen, da andere noch besser waren"
2304,60d9a024275c21002223c769,"In my opinion, non-transparent evaluation of the project. In addition to an extremely boring lecture, the assessment was made extremely quickly after the submission, which indicates that the lecturer has hardly dealt with the projects. A good evaluation therefore depends more on the mood of the lecturer. Also, it seems to me that the lecturer is not really competent enough to conduct such a seminar although it is a beginner course. Would certainly not choose this module again.","Meiner Meinung nach nicht-transparente Evaluation des Projekts. Neben einem extrem langweiligen Vortrag wurde die Bewertung nach der Einreichung sehr schnell vorgenommen, was darauf hindeutet, dass der Dozent die Projekte kaum bearbeitet hat. Eine gute Bewertung hängt daher mehr von der Stimmung des Dozenten ab. Auch scheint es mir, dass der Dozent nicht wirklich kompetent genug ist, ein solches Seminar durchzuführen, obwohl es ein Anfängerkurs ist. Wählt dieses Modul sicher nicht wieder.",1,UZH,50873101,0.0,0.0,1624875406977,"Applied Business Modelling and Analytics, Part II (S) (Neural Networks and Deep Learning)","Applied Business Modelling and Analytics, Part II","Meiner Meinung nach nicht-transparente Evaluation des Projekts. Neben einem extrem langweiligen Vortrag wurde die Bewertung nach der Einreichung sehr schnell vorgenommen, was darauf hindeutet, dass der Dozent die Projekte kaum bearbeitet hat. Eine gute Bewertung hängt daher mehr von der Stimmung des Dozenten ab. Auch scheint es mir, dass der Dozent nicht wirklich kompetent genug ist, ein solches Seminar durchzuführen, obwohl es ein Anfängerkurs ist. Wählt dieses Modul sicher nicht wieder."
2305,60d9afca275c21002223cb2b,"Very easy course so if you’re looking for high grades with minimal effort, then its great. But the format is all over the place, and the professor (as nice as he is) seems to piggy back off the work the students have done. The class is entirely taught by the students, with the intervention of the prof ","Sehr einfach Kurs so, wenn Sie auf der Suche nach hohen Noten mit minimalem Aufwand, dann seine große. Aber das Format ist überall auf dem Platz, und der Professor (so schön wie er ist) scheint, die Arbeit, die die Schüler getan haben, zu schweinchen. Die Klasse wird vollständig von den Schülern gelehrt, mit dem Eingreifen des Profis",3,UZH,50491076,0.0,0.0,1624879182042,Corporate Social Responsibility (S),Corporate Social Responsibility,"Sehr einfach Kurs so, wenn Sie auf der Suche nach hohen Noten mit minimalem Aufwand, dann seine große. Aber das Format ist überall auf dem Platz, und der Professor (so schön wie er ist) scheint, die Arbeit, die die Schüler getan haben, zu schweinchen. Die Klasse wird vollständig von den Schülern gelehrt, mit dem Eingreifen des Profis"
2307,60d9d511275c21002223d4d5,"Cool, easy credits","Coole, einfache Credits",5,UZH,50822518,0.0,0.0,1645095329662,Makroökonomik II (V+Ü) (Macroeconomics II),Makroökonomik II,"Coole, einfache Credits"
2308,60d9dd2d275c21002223d690,"A great course for getting insight into different aspects of CSR. Structured into different topics presented by students with a very interactive format. In my opinion, the professor adds very valuable input to the discussion. Can highly recommend. The workload is low.","Ein großartiger Kurs, um Einblicke in verschiedene Aspekte der CSR zu bekommen. Strukturiert in verschiedene Themen von Studierenden mit einem sehr interaktiven Format vorgestellt. Meiner Meinung nach, der Professor fügt sehr wertvolle Beiträge in die Diskussion. Kann sehr empfehlen.",5,UZH,50491076,0.0,0.0,1624890907209,Corporate Social Responsibility (S),Corporate Social Responsibility,"Ein großartiger Kurs, um Einblicke in verschiedene Aspekte der CSR zu bekommen. Strukturiert in verschiedene Themen von Studierenden mit einem sehr interaktiven Format vorgestellt. Meiner Meinung nach, der Professor fügt sehr wertvolle Beiträge in die Diskussion. Kann sehr empfehlen."
2309,60db125d568eeb0022c41d7c,"Its a cool seminar. Even though its very clear that pajarola doesnt have a lot of time, so presentations and discussions always feel a bit rushed. ","Es ist ein cooles Seminar. Auch wenn es sehr klar ist, dass pajarola nicht viel Zeit hat, so dass Präsentationen und Diskussionen immer ein wenig überstürzt fühlen.",4,UZH,50448883,0.0,0.0,1625741666152,Seminar: Graphics and Multimedia (BSc),Graphics and Multimedia,"Es ist ein cooles Seminar. Auch wenn es sehr klar ist, dass pajarola nicht viel Zeit hat, so dass Präsentationen und Diskussionen immer ein wenig überstürzt fühlen."
2310,60db52148735220022361c93,Could have heen an interesting subject..,Könnte ein interessantes Thema haben..,2,UZH,50370921,0.0,0.0,1624986181176,"History of Monetary Economics. Theory and Policy, 1660-1940 (L)","History of Monetary Economics. Theory and Policy, 1660-1940",Könnte ein interessantes Thema haben..
2311,60db5efb8735220022361eb0,"Grading of the project was very unfair. @future students: Stick to the exact requirements, do not deviate at all, even if it seems you have freedom to do your project in a way that suits you, the professor wont like it if its not exactly how he wants it.","Die Graduierung des Projekts war sehr unfair. @zukünftige Studenten: Halten Sie sich an die genauen Anforderungen, weichen Sie überhaupt nicht ab, auch wenn es scheint, dass Sie Freiheit haben, Ihr Projekt so zu machen, wie es Ihnen passt, der Professor mag es nicht, wenn es nicht genau so ist, wie er es will.",1,UZH,50873101,0.0,0.0,1624991205844,"Applied Business Modelling and Analytics, Part II (S) (Neural Networks and Deep Learning)","Applied Business Modelling and Analytics, Part II","Die Graduierung des Projekts war sehr unfair. @zukünftige Studenten: Halten Sie sich an die genauen Anforderungen, weichen Sie überhaupt nicht ab, auch wenn es scheint, dass Sie Freiheit haben, Ihr Projekt so zu machen, wie es Ihnen passt, der Professor mag es nicht, wenn es nicht genau so ist, wie er es will."
2312,60dc2ee38735220022363784,"Kind and helpful professors, interesting topics, great teammates, every good thing you can imagine about this seminar is quite true. Not so many people choose to take this seminar but it is actually a fair and useful one if you are looking for a seminar for your study.","Freundliche und hilfsbereite Professoren, interessante Themen, tolle Teamkollegen, alles Gute, was Sie sich an diesem Seminar vorstellen können, stimmt. Nicht so viele Menschen entscheiden sich für dieses Seminar, aber es ist eigentlich ein faires und nützliches, wenn Sie ein Seminar für Ihr Studium suchen.",5,UZH,50923124,0.0,0.0,1625042870160,The Risk and Finance Lab (S),The Risk and Finance Lab,"Freundliche und hilfsbereite Professoren, interessante Themen, tolle Teamkollegen, alles Gute, was Sie sich an diesem Seminar vorstellen können, stimmt. Nicht so viele Menschen entscheiden sich für dieses Seminar, aber es ist eigentlich ein faires und nützliches, wenn Sie ein Seminar für Ihr Studium suchen."
2313,60dcb398ef45d80022c8b57d,Zerbe <3,Zerbe <3,5,UZH,50047888,0.0,0.0,1625076644305,CHE 172 Organic Chemistry for the Life Sciences,Organic Chemistry for the Life Sciences,Zerbe <3
2314,60dcb3abef45d80022c8b580,"If you like theoretical computer science, this lecture is just perfect","Wenn Sie die theoretische Informatik mögen, ist dieser Vortrag einfach perfekt.",5,UZH,50396041,0.0,0.0,1625076679177,INI 427 Models of Computation,Models of Computation,"Wenn Sie die theoretische Informatik mögen, ist dieser Vortrag einfach perfekt."
2315,60dd6aaf61e4a50022201532,"Great course with a great instructor. Everything was explained clearly and so that everyone could follow. Exam was very fair, building on the exercises that were solved together in class. I learned a ton! 100% would recommend!","Toller Kurs mit einem großen Lehrer. Alles wurde klar erklärt und so dass jeder folgen konnte. Prüfung war sehr fair, aufbauend auf den Übungen, die gemeinsam im Unterricht gelöst wurden. Ich lernte eine Tonne! 100% würde empfehlen!",5,UZH,50591869,0.0,0.0,1625123606832,Social Choice Theory (L+E),Social Choice Theory,"Toller Kurs mit einem großen Lehrer. Alles wurde klar erklärt und so dass jeder folgen konnte. Prüfung war sehr fair, aufbauend auf den Übungen, die gemeinsam im Unterricht gelöst wurden. Ich lernte eine Tonne! 100% würde empfehlen!"
2316,60dd6e6761e4a500222015fc,Very advanced for first year bachelor students.... ,Sehr fortgeschritten für Bachelor-Studierende im ersten Jahr....,1,UZH,50773478,0.0,0.0,1625124498974,BIO 123 Quantitative and Molecular Systems Biology,Quantitative and Molecular Systems Biology,Sehr fortgeschritten für Bachelor-Studierende im ersten Jahr....
2317,60dd79f361e4a500222018ad,Nick is great!,Nick ist großartig!,5,UZH,50591869,0.0,0.0,1625127443775,Social Choice Theory (L+E),Social Choice Theory,Nick ist großartig!
2318,60ddade461e4a500222022c3,Nick explaines things so well. A rare talent among professors. ,"Nick erklärt die Dinge so gut, ein seltenes Talent unter Professoren.",5,UZH,50591869,0.0,0.0,1625153508822,Social Choice Theory (L+E),Social Choice Theory,"Nick erklärt die Dinge so gut, ein seltenes Talent unter Professoren."
2319,60ddd87061e4a50022202f0d,"Regret to take the course, exam grading is so ridiculous ","Bedauerlich, den Kurs zu nehmen, Prüfung Einstufung ist so lächerlich",1,UZH,50820467,0.0,0.0,1625151630253,Introduction to Mergers and Acquisitions (L),Introduction to Mergers and Acquisitions,"Bedauerlich, den Kurs zu nehmen, Prüfung Einstufung ist so lächerlich"
2320,60de1d5561e4a50022203c52,Skandal,Skandal,1,UZH,50997060,0.0,0.0,1625169250034,An Introduction to MATLAB with Applications in Economics (L+E),An Introduction to MATLAB with Applications in Economics,Skandal
2321,60de2cfa61e4a50022203e32,Great Course! Interesting topics and nice learning atmosphere. Very friendly teachers too. ,Toller Kurs! Interessante Themen und nette Lernatmosphäre. Sehr freundliche Lehrer auch.,5,UZH,50923127,0.0,0.0,1625173340341,Sustainable Investing (L),Sustainable Investing,Toller Kurs! Interessante Themen und nette Lernatmosphäre. Sehr freundliche Lehrer auch.
2322,60dec7f85fdd600022ce9c7a,"Very well organized. Well explained. You have some time pressure during the exam but should be fine. Make sure you study with old exams. Programming part is really just the basics, focus more on theory","Sehr gut organisiert. Gut erklärt. Sie haben einige Zeit Druck während der Prüfung, aber sollte in Ordnung sein. Stellen Sie sicher, dass Sie mit alten Prüfungen studieren. Programmierung Teil ist wirklich nur die Grundlagen, konzentrieren Sie sich mehr auf Theorie",5,UZH,50833390,0.0,0.0,1625213054979,BIO 144 Data analysis in biology,Data analysis in biology,"Sehr gut organisiert. Gut erklärt. Sie haben einige Zeit Druck während der Prüfung, aber sollte in Ordnung sein. Stellen Sie sicher, dass Sie mit alten Prüfungen studieren. Programmierung Teil ist wirklich nur die Grundlagen, konzentrieren Sie sich mehr auf Theorie"
2323,60dec8fa5fdd600022ce9cad,harder than PC I. Fair exam,härter als PC I. Faire Prüfung,4,UZH,50772396,0.0,0.0,1625213214741,CHE 155 Physical Chemistry II for the Life Sciences,Physical Chemistry II for the Life Sciences,härter als PC I. Faire Prüfung
2324,60dec98e5fdd600022ce9cd9,Very interesting. Easy Exam. Just do the exercises during the semester & you don‘t have to study for the exam,Sehr interessant. Einfache Prüfung. Machen Sie einfach die Übungen während des Semesters & Sie müssen nicht für die Prüfung studieren,5,UZH,50032153,0.0,0.0,1625213372966,BME 318 Clinical epidemiology and quantitative research in health care,Clinical epidemiology and quantitative research in health care,Sehr interessant. Einfache Prüfung. Machen Sie einfach die Übungen während des Semesters & Sie müssen nicht für die Prüfung studieren
2325,60dffa62310f290022f8cca1,The course is not bad. Fro what I heard they made a lot of improvements in FS 21. Test was very fair. Similar to exercises. ,"Der Kurs ist nicht schlecht. Fro, was ich hörte, dass sie eine Menge Verbesserungen in FS 21 gemacht haben. Test war sehr fair. Ähnlich wie Übungen.",4,UZH,50821425,0.0,0.0,1625291429778,Foundations of Computing I (L+E) (Formale Grundlagen der Informatik I),Foundations of Computing I,"Der Kurs ist nicht schlecht. Fro, was ich hörte, dass sie eine Menge Verbesserungen in FS 21 gemacht haben. Test war sehr fair. Ähnlich wie Übungen."
2326,60e01ec9310f290022f8d231,Only focusing on a small set of formulas... But looking at them thoroughly help really understanding what is inportant + prof. Hens is one of the nicest people you will ever meet,"Nur die Konzentration auf eine kleine Reihe von Formeln... Aber sie gründlich zu betrachten helfen wirklich verstehen, was inportant + prof. Hens ist einer der nettesten Menschen, die Sie jemals treffen werden",5,UZH,50431379,0.0,0.0,1625300877819,Financial Economics (L),Financial Economics,"Nur die Konzentration auf eine kleine Reihe von Formeln... Aber sie gründlich zu betrachten helfen wirklich verstehen, was inportant + prof. Hens ist einer der nettesten Menschen, die Sie jemals treffen werden"
2327,60e03208310f290022f8d4b3,"One paper + one presentation + trading simulation, so not too much work overall. Nice discussions of trading strategies. Not too technical, but some BF knowledge would help.","Ein Papier + eine Präsentation + Trading-Simulation, so dass nicht zu viel Arbeit insgesamt. Schöne Diskussionen über Trading-Strategien. Nicht zu technisch, aber einige BF-Wissen würde helfen.",5,UZH,50938958,0.0,0.0,1625483531420,Commodity Trading (L+E),Commodity Trading,"Ein Papier + eine Präsentation + Trading-Simulation, so dass nicht zu viel Arbeit insgesamt. Schöne Diskussionen über Trading-Strategien. Nicht zu technisch, aber einige BF-Wissen würde helfen."
2328,60e04757310f290022f8d73e,"Hauptmann is excellent, Bucher is awful as always. The test is pretty easy if you write down what they say exactly in your notes. They won’t ask for any crazy leaps, just what they said in the lectures. The field trip was cool. ","Hauptmann ist ausgezeichnet, Bucher ist schrecklich wie immer. Der Test ist ziemlich einfach, wenn man schreibt, was sie sagen genau in Ihren Notizen. Sie werden nicht für verrückte Sprünge fragen, genau das, was sie in den Vorträgen gesagt. Die Exkursion war cool.",3,UZH,50833394,0.0,0.0,1625311155712,BIO 148 Introduction to Paleontology,Introduction to Paleontology,"Hauptmann ist ausgezeichnet, Bucher ist schrecklich wie immer. Der Test ist ziemlich einfach, wenn man schreibt, was sie sagen genau in Ihren Notizen. Sie werden nicht für verrückte Sprünge fragen, genau das, was sie in den Vorträgen gesagt. Die Exkursion war cool."
2329,60e04eda310f290022f8d7e1,"Workload is not crazy (one brief paper and a presentation), but you need to attend every lecture from 8.00 to 10.00, and sometimes even longer, and actively participate in the lecture. But it is totally worth it since the discussions that take place in the lectures are very often interesting and stimulating. Grading absolutely fair","Workload ist nicht verrückt (ein kurzes Papier und eine Präsentation), aber Sie müssen jeden Vortrag von 8.00 bis 10.00 Uhr, und manchmal sogar noch länger, und aktiv an der Vorlesung teilnehmen. Aber es ist absolut wert, da die Diskussionen, die in den Vorträgen stattfinden, sind sehr oft interessant und anregend. Grading absolut fair",5,UZH,50938958,0.0,0.0,1625313322872,Commodity Trading (L+E),Commodity Trading,"Workload ist nicht verrückt (ein kurzes Papier und eine Präsentation), aber Sie müssen jeden Vortrag von 8.00 bis 10.00 Uhr, und manchmal sogar noch länger, und aktiv an der Vorlesung teilnehmen. Aber es ist absolut wert, da die Diskussionen, die in den Vorträgen stattfinden, sind sehr oft interessant und anregend. Grading absolut fair"
2330,60e05e4a310f290022f8d943,I feel like the lectures and tutorials don't have much to do with each other.. ,"Ich habe das Gefühl, dass die Vorträge und Tutorials nicht viel miteinander zu tun haben.",3,UZH,50907184,0.0,0.0,1625316968403,Behavioral Theory (L+E),Behavioral Theory,"Ich habe das Gefühl, dass die Vorträge und Tutorials nicht viel miteinander zu tun haben."
2331,60e0647a310f290022f8d9db,Clear and useful,Klar und nützlich,5,UZH,50885436,0.0,0.0,1625318558849,CHE 439 Advanced NMR Methods for Identification of Natural Products,Advanced NMR Methods for Identification of Natural Products,Klar und nützlich
2332,60e064d3310f290022f8d9ee,Hard but interesting,"Hart, aber interessant",5,UZH,50772475,0.0,0.0,1625318644290,CHE 432 Symmetry and Spectroscopy,Symmetry and Spectroscopy,"Hart, aber interessant"
2333,60e083aa310f290022f8dcee,"Mandatory session every Monday 8-10. Mostly listening to presentations of other students about a commodity and a shallow discussion afterwards. You won‘t learn much except some facts from wikipedia. One lecturer has some interesting inputs from his career, the others are redundant. Low workload to get a good grade.","Obligatorische Sitzung jeden Montag 8-10. Meistens hören Präsentationen von anderen Studenten über eine Ware und eine flache Diskussion nach. Sie werden nicht viel lernen, außer einige Fakten aus wikipedia. Ein Dozent hat einige interessante Beiträge aus seiner Karriere, die anderen sind redundant. Geringe Arbeitsbelastung, um eine gute Note zu erhalten.",3,UZH,50938958,0.0,0.0,1625326983438,Commodity Trading (L+E),Commodity Trading,"Obligatorische Sitzung jeden Montag 8-10. Meistens hören Präsentationen von anderen Studenten über eine Ware und eine flache Diskussion nach. Sie werden nicht viel lernen, außer einige Fakten aus wikipedia. Ein Dozent hat einige interessante Beiträge aus seiner Karriere, die anderen sind redundant. Geringe Arbeitsbelastung, um eine gute Note zu erhalten."
2334,60e0cfdf1c6cf10022b87932,"Extremely helpful course for future literature research. Fun writing a portfolio instead of studying for an exam and the lecturers were incredibly helpful. One could always ask them about specific stuff regarding ones portfolio, gave tipps and new ideas. Can only highly recommend this course!","Extrem hilfreiche Lehrveranstaltung für zukünftige Literaturforschung. Spaß beim Schreiben eines Portfolios statt beim Studium für eine Prüfung und die Dozenten waren unglaublich hilfreich. Man konnte sie immer nach spezifischen Sachen bezüglich eines Portfolios fragen, gab Tipps und neue Ideen. Kann diesen Kurs nur wärmstens empfehlen!",5,UZH,50479812,0.0,0.0,1625346215092,BIO 368 Scientific Information Literacy,Scientific Information Literacy,"Extrem hilfreiche Lehrveranstaltung für zukünftige Literaturforschung. Spaß beim Schreiben eines Portfolios statt beim Studium für eine Prüfung und die Dozenten waren unglaublich hilfreich. Man konnte sie immer nach spezifischen Sachen bezüglich eines Portfolios fragen, gab Tipps und neue Ideen. Kann diesen Kurs nur wärmstens empfehlen!"
2335,60e18d511c6cf10022b8805c,Highly recommended. Nick did everything clear and step by step. The exam is fair,Sehr zu empfehlen. Nick tat alles klar und Schritt für Schritt. Die Prüfung ist fair,5,UZH,50591869,0.0,0.0,1625394581869,Social Choice Theory (L+E),Social Choice Theory,Sehr zu empfehlen. Nick tat alles klar und Schritt für Schritt. Die Prüfung ist fair
2336,60e2e126f40e2900222a923f,"Not as good as I ecpected in terms of content and learning, but interesting topics in behavioral economics and also a fair grading.","Nicht so gut wie ich in Bezug auf Inhalte und Lernen, sondern interessante Themen in der Verhaltensökonomie und auch eine faire Bewertung.",3,UZH,50019252,0.0,0.0,1625481552521,Experimental Economics (L+E),Experimental Economics,"Nicht so gut wie ich in Bezug auf Inhalte und Lernen, sondern interessante Themen in der Verhaltensökonomie und auch eine faire Bewertung."
2337,60e46762dedabe002251fbb4,Nick is the nicest teacher I’ve ever met in UZH. Strongly recommended.,"Nick ist der netteste Lehrer, den ich je in der UZH getroffen habe.",5,UZH,50591869,0.0,0.0,1625581455935,Social Choice Theory (L+E),Social Choice Theory,"Nick ist der netteste Lehrer, den ich je in der UZH getroffen habe."
2338,60e592a60b2ff30022af5216,"It was a very interesting lecture with tons of detailed information and slides to learn about everything from transcription to regulatory proteins and RNAs etc. for the exam, which contained essay questions and were partially a big off-topic, but all in all doable. Jinek takes his time to explain certain mechanisms, especially during the last Q&A session before the exam. ","Es war ein sehr interessanter Vortrag mit vielen detaillierten Informationen und Dias, um alles von der Transkription zu regulatorischen Proteinen und RNAs etc. für die Prüfung zu lernen, die Essayfragen enthielt und teilweise ein großes Off-Topic, aber alles in allem machbar war. Jinek nimmt sich Zeit, bestimmte Mechanismen zu erklären, besonders während der letzten Q&A-Sitzung vor der Prüfung.",5,UZH,50882665,0.0,0.0,1625658228516,BCH 252 RNA and Proteins: Post- translational regulation of gene expression,RNA and Proteins,"Es war ein sehr interessanter Vortrag mit vielen detaillierten Informationen und Dias, um alles von der Transkription zu regulatorischen Proteinen und RNAs etc. für die Prüfung zu lernen, die Essayfragen enthielt und teilweise ein großes Off-Topic, aber alles in allem machbar war. Jinek nimmt sich Zeit, bestimmte Mechanismen zu erklären, besonders während der letzten Q&A-Sitzung vor der Prüfung."
2339,60e6e065025efa0022a6691d,"I thought was great. Just gotta strap on a lot of info and not for the faint of heart! Not hard thought, you just have to put some effort ","Ich dachte, es wäre toll. Ich muss nur eine Menge Informationen anschnallen und nicht für schwache Herzen! Nicht schwer zu denken, Sie müssen nur einige Anstrengungen setzen",5,UZH,50997550,0.0,0.0,1625743488160,"Financial Crises: Past, present, future (L+E)",Financial Crises,"Ich dachte, es wäre toll. Ich muss nur eine Menge Informationen anschnallen und nicht für schwache Herzen! Nicht schwer zu denken, Sie müssen nur einige Anstrengungen setzen"
2340,60e7057b025efa0022a66e4c,Mh,"- Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",2,UZH,50450169,0.0,0.0,1625752959304,Advanced Macroeconomics (L+E),Advanced Macroeconomics,"- Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein."
2341,60e70585025efa0022a66e4d,Mh,"- Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",3,UZH,50368922,0.0,0.0,1625752967954,Advanced Microeconomics I (L+E),Advanced Microeconomics I,"- Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein."
2342,60e7058d025efa0022a66e4f,Mh,"- Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",5,UZH,50377285,0.0,0.0,1625752973871,Empirical Methods (L+E),Empirical Methods,"- Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein."
2343,60e71bef025efa0022a67189,Fair exam and more interesting topics than in physics I :),Faire Prüfung und interessantere Themen als in der Physik I :),3,UZH,50776465,0.0,0.0,1625758734594,PHY 128 Physics II for Natural Sciences,Physics II for Natural Sciences,Faire Prüfung und interessantere Themen als in der Physik I :)
2344,60e74bcc025efa0022a67834,"Interesting models, nice teacher, fair exam. Recommend!","Interessante Modelle, netter Lehrer, faire Prüfung. Empfehlen!",5,ETH,363-0552-00L,0.0,0.0,1625771007262,Economic Growth and Resource Use,Economic Growth and Resource Use,"Interessante Modelle, netter Lehrer, faire Prüfung. Empfehlen!"
2345,60e83bfa7f7b04002226eeb0,"This course has definitely not reached its full potential yet. You have to have very advanced R skills, so do not take this course if you are at beginners level (really don‘t do it). Otherwise you need a lot of time for the assignments. The exam was kinda random and so are the final grades. Prepare to spend a lot of time on this course. Overall I was very disappointed of the whole course and especially R training and feedback.","Dieser Kurs hat definitiv sein volles Potenzial noch nicht erreicht. Sie müssen sehr fortgeschrittene R-Fähigkeiten haben, also nehmen Sie diesen Kurs nicht an, wenn Sie auf Anfängerniveau sind (wirklich tun Sie es nicht). Ansonsten brauchen Sie viel Zeit für die Aufgaben. Die Prüfung war irgendwie zufällig und so sind die letzten Noten. Bereiten Sie sich darauf vor, viel Zeit für diesen Kurs zu verbringen. Insgesamt war ich sehr enttäuscht vom gesamten Kurs und vor allem R-Training und Feedback.",1,UZH,50936688,0.0,0.0,1625832823453,Empirical Finance (S),Empirical Finance,"Dieser Kurs hat definitiv sein volles Potenzial noch nicht erreicht. Sie müssen sehr fortgeschrittene R-Fähigkeiten haben, also nehmen Sie diesen Kurs nicht an, wenn Sie auf Anfängerniveau sind (wirklich tun Sie es nicht). Ansonsten brauchen Sie viel Zeit für die Aufgaben. Die Prüfung war irgendwie zufällig und so sind die letzten Noten. Bereiten Sie sich darauf vor, viel Zeit für diesen Kurs zu verbringen. Insgesamt war ich sehr enttäuscht vom gesamten Kurs und vor allem R-Training und Feedback."
2346,60e856d37f7b04002226f2b0,David tries to make the lectures interesting and applied but often seems very arrogant. TA sessions are very disorganised. Weekly problem sets and additional homework assignments cause high workload during the semester for a subject where you dont really learn much at all. Only positives are the easy exam and the good grade.,"David versucht, die Vorlesungen interessant und angewandt zu machen, scheint aber oft sehr arrogant. TA-Sessions sind sehr unorganisiert. Wöchentliche Problemstellungen und zusätzliche Hausaufgaben verursachen während des Semesters hohe Arbeitsbelastung für ein Fach, in dem man nicht wirklich viel lernt. Nur Positive sind die einfache Prüfung und die gute Note.",2,UZH,50749029,0.0,0.0,1625839505474,Econometrics for Policy Analysts (L+E),Econometrics for Policy Analysts,"David versucht, die Vorlesungen interessant und angewandt zu machen, scheint aber oft sehr arrogant. TA-Sessions sind sehr unorganisiert. Wöchentliche Problemstellungen und zusätzliche Hausaufgaben verursachen während des Semesters hohe Arbeitsbelastung für ein Fach, in dem man nicht wirklich viel lernt. Nur Positive sind die einfache Prüfung und die gute Note."
2347,60e85b2d7f7b04002226f3bd,one of the best courses in UZH ,einer der besten Kurse in der UZH,5,UZH,50907184,0.0,0.0,1625843572484,Behavioral Theory (L+E),Behavioral Theory,einer der besten Kurse in der UZH
2348,60e867737f7b04002226f594,one of the best courses in UZH ,einer der besten Kurse in der UZH,5,UZH,50544743,0.0,0.0,1625843571837,Public Debt Management (L),Public Debt Management,einer der besten Kurse in der UZH
2349,60e888e47f7b04002226f8e9,easy content (after Empirical Methods) but tons of workload,einfache Inhalte (nach Empirischen Methoden) aber Tonnen Arbeitsbelastung,3,UZH,50749029,0.0,0.0,1625852166607,Econometrics for Policy Analysts (L+E),Econometrics for Policy Analysts,einfache Inhalte (nach Empirischen Methoden) aber Tonnen Arbeitsbelastung
